temperature,line_speed,shift,operator_experience,machine_age,defect
74.45,116.5,Day,7.6,13.6,0
78.36,93.5,Night,5.9,29.1,0
80.65,93.67,Day,7.8,20.1,0
89.35,86.35,Night,7.8,22.9,0
82.67,97.36,Day,7.8,19.2,0
74.49,85.05,Night,2.9,32.9,1
82.34,85.19,Night,8.5,25.4,0
70.4,73.51,Night,7.6,19.9,0
87.69,86.71,Night,8.8,30.8,0
66.66,96.77,Day,7.7,32.2,0
80.21,84.63,Day,9.3,20.7,0
69.13,78.51,Day,6.0,19.7,0
84.91,67.91,Night,5.1,33.7,1
69.39,88.0,Day,7.6,18.8,0
75.02,124.78,Night,9.0,29.4,0
83.26,94.82,Day,2.6,17.0,0
80.36,90.39,Day,5.7,32.3,0
84.64,79.39,Day,6.1,18.9,0
82.23,68.84,Day,5.0,35.5,0
85.23,86.17,Day,4.4,30.6,0
81.6,93.5,Night,8.2,17.4,0
76.4,89.4,Night,7.9,7.5,0
78.47,74.06,Day,5.9,22.1,0
79.5,90.88,Night,6.6,26.4,0
89.14,102.39,Night,5.3,23.8,1
81.57,81.08,Day,7.0,21.0,0
83.26,81.49,Day,7.3,32.0,0
78.47,91.27,Night,6.3,29.1,0
67.09,89.37,Night,4.2,31.9,0
81.04,94.5,Night,7.0,23.6,0
77.04,98.31,Night,5.4,34.6,0
78.86,89.23,Day,7.2,16.4,0
83.09,92.91,Day,5.5,21.2,0
93.71,75.3,Night,11.0,32.6,0
76.31,103.67,Day,4.6,20.9,0
73.13,77.62,Day,4.4,24.6,0
75.77,80.34,Day,6.5,25.5,0
80.73,83.31,Night,5.4,21.5,0
73.34,85.57,Day,3.8,37.2,0
83.08,78.99,Day,5.2,31.1,0
74.93,102.74,Day,4.9,24.2,0
73.11,69.59,Day,4.0,20.0,0
86.17,81.97,Day,2.7,41.6,0
72.25,101.06,Day,10.2,26.8,0
72.0,99.79,Night,6.0,35.6,1
77.89,98.93,Night,7.7,16.2,0
73.35,96.34,Night,6.3,20.6,0
73.8,94.72,Day,2.1,24.3,0
99.13,98.92,Night,4.8,27.3,0
81.42,73.69,Night,6.9,37.8,0
73.25,98.03,Night,2.7,27.9,0
87.57,82.78,Night,1.4,27.8,0
72.34,83.41,Day,6.7,27.7,0
82.02,81.59,Night,6.6,31.9,0
80.11,95.63,Night,7.0,16.1,0
81.75,105.5,Night,5.3,19.8,0
68.88,75.85,Night,7.7,19.2,0
89.2,96.34,Night,8.2,20.0,0
85.9,105.24,Night,4.7,33.3,1
84.89,85.69,Night,5.9,34.7,0
90.02,79.36,Day,7.8,21.1,0
68.94,70.79,Day,3.5,7.8,0
72.49,113.2,Day,3.6,35.1,1
87.41,83.56,Night,7.5,23.2,0
69.63,66.86,Day,6.2,15.9,0
71.91,87.24,Day,7.7,13.3,0
72.42,84.56,Day,3.1,15.2,0
72.96,76.5,Night,6.3,19.8,0
89.1,80.72,Day,6.3,8.6,0
77.57,75.71,Day,4.6,10.2,0
93.52,66.31,Night,7.1,20.2,0
80.98,102.68,Day,7.0,31.1,0
84.28,84.99,Night,5.6,15.6,0
88.79,74.9,Night,5.4,33.1,0
72.64,91.04,Day,7.0,29.3,0
76.31,78.59,Night,7.1,24.3,0
77.89,90.37,Day,7.7,26.6,0
85.93,81.68,Day,6.0,21.6,0
69.04,113.2,Night,3.5,20.1,0
78.85,89.66,Night,6.4,25.6,0
84.69,80.35,Night,6.1,17.8,0
85.94,75.15,Night,6.2,21.5,1
91.73,84.17,Day,7.8,25.9,0
80.07,80.42,Day,9.4,32.9,0
84.24,77.49,Night,1.4,13.3,0
79.05,83.21,Day,4.7,13.0,0
79.4,89.06,Day,7.4,13.7,0
88.33,81.45,Night,7.7,21.8,0
78.12,79.09,Night,6.7,25.0,0
87.94,97.48,Day,7.8,35.9,0
73.31,87.76,Night,6.6,17.5,0
83.13,76.0,Day,4.1,20.8,0
76.46,86.55,Day,4.8,31.5,0
72.98,74.36,Day,5.5,32.3,0
90.01,75.04,Night,4.3,23.0,1
77.41,75.98,Night,6.0,30.1,0
76.63,89.97,Night,7.2,19.3,0
80.67,79.41,Day,7.3,36.2,0
80.99,85.22,Day,7.1,32.0,0
69.7,86.39,Day,7.9,22.8,0
83.63,88.69,Night,6.3,24.9,0
70.55,69.91,Day,6.6,30.3,0
86.64,101.24,Night,8.2,22.0,0
89.88,86.18,Night,4.7,2.3,0
70.01,86.4,Day,3.7,16.2,0
73.39,89.92,Day,9.9,30.6,0
72.7,100.23,Day,7.6,24.9,0
84.15,81.21,Night,2.9,14.8,0
73.46,67.69,Day,7.0,10.2,0
76.43,79.53,Day,6.9,34.4,0
79.92,92.52,Night,10.1,25.9,0
72.39,96.85,Night,7.0,27.9,0
84.42,98.54,Night,3.0,22.9,0
86.68,97.65,Night,7.0,5.0,0
80.75,93.32,Day,3.8,27.4,0
87.69,104.27,Night,4.1,27.1,0
74.46,105.18,Night,4.1,33.1,0
72.4,92.17,Day,8.1,12.6,0
85.87,60.86,Night,7.5,27.5,0
79.69,82.62,Day,3.9,14.7,0
74.79,71.17,Day,4.9,36.4,0
86.17,76.07,Day,4.7,25.8,0
85.97,71.42,Day,4.9,27.0,0
77.81,78.78,Day,7.6,23.7,0
78.76,87.41,Day,6.8,13.7,0
79.62,87.7,Day,4.0,32.0,0
78.63,101.08,Night,0.5,30.6,0
73.4,78.7,Day,5.2,37.7,0
78.08,95.7,Day,2.8,16.6,0
79.87,87.12,Day,7.7,18.1,0
72.03,83.57,Day,5.8,33.4,0
89.02,81.26,Day,6.6,27.3,0
81.06,90.61,Day,2.7,26.2,0
75.44,88.31,Day,5.5,23.0,0
72.45,91.15,Night,7.7,32.3,0
81.99,92.72,Day,7.4,18.0,0
68.54,87.97,Day,3.3,15.6,0
81.55,77.08,Day,6.9,12.8,0
90.17,78.43,Day,5.7,12.5,0
75.96,70.15,Day,7.8,31.2,0
79.05,87.9,Night,1.8,26.6,0
75.36,62.62,Night,2.6,29.0,0
67.77,97.11,Day,5.4,29.6,0
80.92,95.61,Night,5.3,31.7,0
77.72,98.31,Night,5.1,30.9,0
78.09,73.17,Day,6.5,25.9,0
79.28,109.89,Day,5.4,44.4,0
75.94,96.55,Day,8.5,29.7,0
92.98,70.4,Day,2.1,32.1,0
80.49,112.94,Day,6.0,13.3,0
78.9,72.66,Day,4.8,36.6,0
84.34,93.92,Night,8.0,22.4,0
74.64,87.01,Night,3.8,24.6,0
83.59,98.65,Day,6.0,33.7,0
72.8,64.49,Day,5.2,22.1,0
76.06,71.76,Day,8.9,27.5,0
75.37,62.23,Night,7.1,18.7,0
78.6,78.74,Day,9.0,24.9,0
84.97,87.02,Day,7.3,27.5,0
72.57,76.68,Day,3.8,19.7,0
72.57,81.26,Night,5.4,10.2,0
87.62,76.34,Night,5.2,34.6,0
81.25,83.35,Night,4.0,15.3,0
77.0,89.26,Night,6.8,22.4,0
64.44,82.68,Night,8.6,31.5,0
72.94,90.11,Night,7.8,30.8,0
64.16,80.54,Day,5.6,25.9,0
82.58,102.08,Night,4.9,20.4,0
82.34,90.07,Night,4.5,14.5,0
80.77,107.71,Night,4.7,17.2,0
84.18,72.34,Night,4.7,23.7,0
72.28,62.62,Night,8.0,24.2,0
72.69,100.13,Night,6.1,22.8,0
81.36,103.74,Night,4.1,17.5,0
62.01,75.68,Day,4.6,28.6,0
84.85,88.99,Night,7.4,19.8,0
65.42,100.61,Night,5.9,25.8,0
86.07,95.47,Night,6.2,31.6,0
72.64,87.09,Day,5.8,20.6,0
71.72,96.25,Night,9.6,13.9,0
78.37,105.08,Night,4.4,26.8,0
83.77,90.55,Day,8.3,25.8,0
72.82,109.51,Day,5.2,24.8,0
80.39,85.14,Day,3.1,14.6,0
77.59,82.0,Day,3.7,23.1,0
86.81,96.96,Night,9.8,18.6,0
76.57,96.52,Night,7.1,17.7,0
79.81,80.18,Day,7.8,26.5,0
81.96,67.82,Day,5.8,28.1,0
69.24,90.88,Night,7.7,19.2,0
73.61,83.31,Day,1.6,30.7,0
78.27,69.65,Day,4.6,14.6,0
81.0,88.08,Night,3.7,10.0,0
71.99,88.53,Night,2.9,26.2,0
79.23,95.63,Night,2.5,19.5,0
77.44,92.61,Night,1.6,35.2,0
85.41,88.39,Day,7.9,19.0,0
77.17,89.69,Day,6.5,22.1,0
81.69,98.16,Night,5.6,25.2,0
78.88,88.21,Day,6.8,15.1,0
76.8,87.75,Night,8.0,21.7,0
71.98,95.52,Night,6.1,31.4,0
71.14,84.21,Day,4.4,30.5,0
73.5,87.74,Day,4.8,24.1,0
92.5,78.2,Night,5.2,29.6,0
74.51,83.55,Day,4.6,1,0
81.11,86.88,Night,4.2,18.2,0
79.88,90.75,Night,2.1,23.1,0
88.58,81.12,Night,5.6,28.2,0
70.79,75.83,Night,5.6,36.0,0
74.89,88.91,Day,9.0,31.6,0
70.69,87.08,Night,6.6,37.8,0
64.29,95.86,Day,5.9,28.2,0
86.34,88.58,Day,7.1,20.7,0
82.16,59.83,Night,4.8,28.0,0
80.91,105.18,Day,7.5,19.5,0
73.34,90.53,Day,5.9,1,0
73.87,103.4,Day,5.6,14.6,0
63.55,75.29,Day,9.6,16.8,0
78.61,86.76,Day,8.6,29.8,0
77.68,85.76,Day,3.2,31.2,0
81.32,101.6,Night,4.8,36.4,0
82.26,79.08,Day,4.7,39.3,0
79.72,80.38,Day,4.7,19.1,0
69.16,109.22,Day,6.2,28.7,0
81.21,71.92,Night,3.9,29.3,0
85.23,87.59,Night,7.6,13.2,0
87.84,76.22,Night,6.9,22.7,1
68.34,99.22,Day,4.7,31.4,0
89.19,85.09,Night,5.5,29.9,1
81.21,110.44,Day,3.9,31.6,0
76.93,111.28,Day,7.1,16.3,0
83.13,82.51,Day,3.6,11.8,0
78.65,85.15,Day,6.5,28.4,0
74.22,74.23,Night,6.8,23.7,1
74.56,72.24,Day,7.6,31.9,0
74.54,77.13,Night,11.0,19.7,0
83.77,86.84,Day,4.2,32.3,0
85.79,85.27,Day,5.9,35.2,0
84.84,76.86,Night,8.2,25.6,0
77.03,86.58,Night,4.5,30.7,0
73.12,85.73,Night,7.8,16.2,0
75.55,90.4,Day,5.9,23.0,0
77.9,74.27,Day,6.3,17.0,0
80.48,79.05,Day,4.3,31.0,0
79.98,81.11,Day,1.9,31.0,0
84.24,73.72,Day,8.0,19.1,0
72.27,85.84,Day,5.7,22.4,0
79.41,71.62,Day,7.6,31.4,0
81.1,101.17,Day,4.2,22.6,0
81.8,78.73,Day,6.0,26.0,0
74.19,83.18,Night,6.3,20.9,0
87.75,99.75,Day,9.9,35.2,0
72.13,89.64,Day,6.8,11.4,0
75.92,86.67,Day,3.3,19.2,0
73.41,63.13,Day,4.5,26.0,0
74.02,103.3,Day,4.7,29.7,0
80.39,100.95,Night,6.9,36.8,0
83.18,87.1,Day,8.0,15.4,0
76.41,69.35,Day,6.7,31.2,0
87.0,90.43,Night,5.9,36.5,0
79.53,73.77,Day,9.3,27.2,0
87.45,90.98,Day,8.1,6.1,0
88.88,75.57,Day,8.6,37.4,0
77.39,92.99,Day,9.7,20.7,0
79.97,81.67,Day,3.9,26.2,0
82.93,85.12,Night,2.7,36.9,0
73.86,99.91,Day,2.2,41.8,0
87.21,58.57,Day,3.1,18.3,0
73.63,101.75,Day,5.2,15.3,0
84.49,79.36,Day,4.7,19.6,0
73.29,82.41,Day,6.0,14.6,0
77.33,71.41,Night,6.3,14.5,0
79.27,100.18,Day,6.3,9.8,0
75.51,86.54,Day,5.0,24.4,0
64.97,68.04,Night,4.8,27.0,0
108.82,73.6,Day,5.9,15.9,0
67.59,82.44,Day,4.8,16.7,0
73.54,96.95,Day,6.2,27.5,0
86.98,62.63,Night,4.9,20.7,0
82.93,82.49,Night,7.3,27.1,0
76.71,77.58,Day,4.0,32.4,0
87.07,87.88,Night,8.7,25.8,0
74.48,93.21,Day,5.4,40.0,0
75.96,88.9,Day,7.1,21.8,0
68.84,81.63,Day,7.7,16.4,0
73.76,92.06,Day,5.7,3.0,0
78.58,86.19,Day,4.8,23.6,0
75.68,53.9,Night,5.6,18.2,0
76.98,97.51,Day,9.9,18.1,0
73.67,90.76,Day,6.7,25.7,0
81.22,72.27,Night,1.9,24.7,0
90.56,84.68,Day,5.3,16.3,0
75.07,65.91,Day,6.1,37.1,0
71.65,74.6,Day,8.9,21.4,0
82.79,77.14,Night,8.0,21.5,0
78.31,79.02,Day,5.5,30.4,0
76.92,114.76,Night,3.7,12.3,0
75.34,94.88,Day,10.2,24.5,0
84.21,92.32,Day,6.6,27.4,0
76.27,93.3,Night,4.9,26.2,0
74.98,93.1,Night,6.9,20.1,0
80.49,102.21,Night,5.2,18.6,0
83.22,75.42,Day,9.4,16.9,0
83.35,98.06,Night,6.2,18.2,0
68.76,89.69,Night,6.0,28.6,0
81.18,78.54,Night,5.0,10.0,0
78.41,91.34,Day,11.9,29.8,0
85.98,93.66,Night,5.0,34.6,0
79.21,98.23,Night,4.8,30.7,1
68.43,91.98,Night,7.0,27.0,0
81.48,76.79,Day,5.9,16.4,0
79.47,96.44,Day,6.8,21.2,0
75.79,78.57,Day,4.7,6.5,0
82.02,84.48,Day,5.9,21.6,0
85.91,64.19,Day,10.2,21.4,0
65.99,99.73,Night,5.6,24.0,0
74.59,66.5,Day,3.6,31.3,0
70.21,98.88,Day,4.7,27.7,0
85.7,70.39,Day,3.0,27.5,0
74.52,82.63,Day,7.4,25.7,0
76.64,136.64,Day,5.1,19.3,0
85.96,101.95,Night,7.6,11.8,0
82.49,90.97,Day,11.1,33.5,0
92.35,100.58,Day,8.1,15.4,0
83.9,86.74,Day,7.6,11.3,0
72.65,67.45,Day,9.2,28.2,0
80.11,82.77,Day,3.1,28.7,0
78.32,98.07,Night,6.7,41.9,0
82.17,111.73,Night,6.5,25.0,1
82.75,115.85,Night,4.9,34.3,1
85.99,90.59,Day,7.5,25.5,0
79.68,93.04,Day,7.0,8.8,0
77.17,95.53,Day,8.3,26.5,0
94.43,89.08,Night,6.8,40.0,1
84.48,79.05,Day,5.2,13.4,0
80.48,90.13,Night,4.3,38.2,0
67.05,91.74,Night,5.5,20.1,0
84.09,94.38,Day,5.6,45.9,0
88.47,80.68,Day,4.1,25.9,0
72.8,70.18,Day,6.0,9.5,0
75.74,78.07,Day,2.9,22.3,1
73.8,111.08,Day,4.8,30.9,0
81.45,102.69,Night,9.1,41.4,1
89.24,83.01,Day,6.3,31.5,0
76.74,87.04,Day,5.6,21.9,0
79.5,95.52,Night,9.0,23.9,0
86.38,101.51,Night,9.4,37.1,0
77.98,97.89,Day,2.1,11.4,0
77.89,91.15,Day,5.9,26.6,0
86.1,97.04,Day,2.9,17.2,0
79.02,80.22,Day,5.0,26.5,0
80.08,82.82,Night,5.8,13.0,0
85.08,70.81,Day,5.0,24.6,0
80.58,84.73,Night,8.0,28.5,0
61.99,102.54,Day,8.2,30.2,0
86.02,94.94,Night,7.8,26.7,0
65.62,103.74,Night,5.5,22.5,0
75.67,62.09,Day,7.8,25.2,0
73.34,79.95,Night,4.3,25.5,0
75.54,76.53,Night,10.3,27.4,0
79.96,84.07,Day,10.1,21.4,0
75.33,65.77,Day,8.3,27.6,0
81.48,80.97,Night,3.8,22.7,0
70.39,108.47,Day,6.2,22.8,0
81.41,96.19,Day,7.2,13.3,0
67.95,103.13,Day,4.4,26.2,0
83.09,75.41,Day,6.2,28.5,0
80.28,76.5,Night,4.8,31.0,1
80.89,82.88,Day,8.8,26.6,0
79.14,67.36,Day,5.5,23.1,0
89.29,90.69,Day,7.6,16.1,0
83.48,83.16,Night,4.1,38.0,0
76.62,103.34,Day,4.8,23.4,0
72.78,109.02,Day,9.5,15.9,1
84.64,59.97,Night,7.7,28.6,0
79.06,118.77,Night,4.4,22.8,0
77.0,77.14,Day,4.2,17.7,0
84.79,91.81,Night,7.9,28.8,0
74.59,68.45,Night,2.9,40.3,0
75.36,85.3,Day,1.4,31.0,0
81.81,87.24,Day,8.2,20.1,0
80.69,66.01,Day,7.9,20.2,1
68.28,93.56,Night,4.9,31.5,0
80.44,69.85,Night,8.6,28.6,0
91.19,76.09,Night,3.0,27.3,0
84.18,79.92,Day,6.4,27.0,0
71.26,84.02,Day,8.5,29.1,0
76.72,103.53,Day,6.5,26.8,0
76.84,77.34,Day,4.6,25.1,0
90.79,89.62,Day,2.7,20.5,0
73.95,95.59,Day,7.3,20.9,0
76.38,70.24,Day,8.9,16.8,0
87.44,83.99,Night,4.2,17.2,1
74.47,117.12,Day,7.1,33.2,0
77.73,92.03,Day,5.4,25.7,0
82.62,91.67,Night,7.7,26.4,0
76.25,79.55,Day,9.2,14.4,0
78.19,92.41,Day,4.9,15.7,0
82.95,60.22,Day,6.3,12.2,0
82.59,74.4,Day,5.2,22.0,0
76.38,78.94,Day,9.6,11.3,0
68.68,88.46,Night,4.2,34.5,0
86.37,65.09,Night,6.8,32.3,0
83.36,102.68,Day,3.3,39.1,0
85.78,94.15,Night,9.4,1,0
79.47,81.24,Day,8.8,38.7,0
63.98,106.29,Day,3.3,35.2,0
80.1,81.9,Day,9.3,15.7,0
82.48,62.62,Day,7.1,28.0,0
81.43,92.52,Night,6.1,18.6,0
79.44,112.93,Day,5.7,28.2,0
75.47,80.62,Night,8.4,26.4,0
80.87,108.75,Day,2.6,16.6,0
81.38,95.46,Day,5.7,23.3,0
73.74,97.29,Day,3.9,23.5,0
76.6,93.37,Night,9.6,25.4,0
87.65,81.72,Night,6.3,6.3,0
83.6,88.68,Day,7.5,27.5,0
82.41,84.72,Day,4.5,28.0,1
77.97,90.13,Night,5.6,19.8,1
77.9,83.58,Day,3.9,21.8,0
83.86,77.75,Day,3.4,29.4,0
77.29,94.21,Night,6.8,14.8,0
83.71,90.38,Night,4.2,21.5,0
77.87,97.03,Night,5.2,22.8,0
92.94,93.75,Night,7.4,34.7,0
71.7,106.4,Night,8.3,1.8,0
69.18,86.75,Night,3.8,21.7,0
84.92,101.07,Day,3.8,34.7,0
67.88,118.0,Day,6.7,31.3,0
71.09,96.17,Day,5.7,23.8,0
74.06,73.88,Day,2.1,4.8,0
82.74,75.34,Day,7.3,30.9,0
77.8,72.92,Day,6.9,37.9,0
75.89,78.31,Day,6.2,34.9,0
76.26,88.45,Day,6.1,21.8,0
85.87,94.13,Day,6.0,20.2,0
83.93,95.47,Night,6.8,29.3,0
76.74,76.81,Day,4.4,27.6,0
77.44,80.43,Day,4.4,13.3,0
74.35,98.42,Night,7.3,17.0,0
88.93,103.58,Night,4.7,15.7,1
80.95,85.61,Day,3.2,22.1,0
82.23,79.58,Day,9.2,17.7,1
81.81,88.79,Day,6.2,29.6,0
70.38,82.92,Day,6.6,23.3,0
73.25,88.17,Night,3.7,26.0,0
73.94,82.74,Day,5.1,34.9,0
78.0,91.46,Day,4.1,27.8,0
79.05,63.67,Day,4.9,17.4,0
71.37,93.16,Night,3.3,30.3,0
76.03,79.09,Day,4.3,22.8,0
75.29,83.36,Day,5.9,20.3,0
86.17,98.11,Day,5.5,22.9,0
73.24,74.07,Day,8.5,21.8,0
83.87,82.77,Night,2.6,21.6,0
83.68,76.49,Day,3.8,36.4,0
73.43,75.38,Day,8.3,22.0,0
76.81,101.67,Night,5.1,25.4,0
68.91,85.46,Day,3.9,34.1,0
81.25,66.96,Day,3.6,30.2,0
75.56,87.84,Day,7.5,17.9,0
79.88,90.62,Day,8.5,15.8,0
73.95,74.81,Night,7.4,28.6,0
64.91,73.97,Day,6.3,16.5,0
73.56,93.44,Night,6.3,25.4,0
80.93,93.06,Day,5.3,23.1,0
75.85,101.79,Day,2.3,15.9,1
78.0,93.14,Day,5.2,31.1,0
80.01,70.38,Night,5.1,34.5,0
74.95,85.31,Day,5.5,43.4,0
76.26,94.0,Day,5.5,26.1,0
80.49,107.32,Night,1.7,26.7,0
67.16,81.28,Day,5.8,25.2,0
68.79,112.26,Day,2.6,20.5,0
80.91,87.85,Day,9.3,34.8,0
71.12,86.84,Day,5.3,27.5,0
82.81,85.03,Night,8.6,19.9,0
78.64,95.6,Night,5.3,19.6,0
73.1,81.0,Day,6.0,34.1,0
73.48,94.03,Night,5.8,23.7,0
85.94,79.34,Day,6.3,21.9,0
80.1,84.56,Night,8.7,8.1,0
81.48,79.63,Night,8.3,22.9,0
69.99,85.5,Day,4.2,28.1,0
72.15,100.17,Night,7.3,21.8,0
67.01,91.14,Day,7.7,23.5,0
64.36,92.82,Day,6.8,17.0,0
76.55,89.43,Day,2.4,20.8,0
78.88,71.6,Night,6.5,3.7,0
81.81,80.15,Night,4.9,28.6,0
75.48,83.59,Night,5.6,25.7,0
71.34,87.11,Night,4.5,23.4,0
76.95,71.96,Night,6.8,24.6,0
89.39,76.92,Night,9.1,19.8,0
74.8,112.81,Night,4.1,34.8,0
73.79,87.82,Night,9.7,36.6,0
93.81,71.91,Night,5.9,16.1,0
66.43,76.14,Day,6.6,27.4,0
76.45,68.39,Night,6.9,28.4,0
65.71,75.66,Day,3.8,16.1,0
79.97,87.03,Day,4.0,20.2,0
77.36,58.43,Night,8.7,13.9,0
66.48,64.01,Night,4.4,23.8,0
79.35,107.67,Day,3.9,19.1,0
82.82,97.89,Day,4.4,4.9,0
65.13,73.98,Day,7.2,27.4,0
73.73,109.38,Day,3.6,38.7,0
84.51,76.12,Night,6.9,7.6,0
80.88,92.05,Day,4.2,20.9,0
82.71,93.24,Day,5.9,13.6,0
78.24,91.29,Night,8.1,29.0,0
70.76,98.29,Night,9.7,24.1,0
69.25,92.98,Day,6.2,33.7,0
75.86,101.08,Night,8.0,28.9,0
79.61,83.94,Night,6.6,27.5,0
84.32,82.2,Day,4.3,31.6,0
75.09,71.97,Day,2.5,35.1,1
79.89,80.64,Day,4.6,32.5,0
86.96,107.55,Day,4.8,24.0,1
80.88,78.34,Night,6.8,16.3,0
73.31,82.96,Night,8.2,26.3,0
83.37,77.65,Day,11.1,18.6,0
86.16,82.65,Night,3.0,25.4,0
71.45,101.14,Day,3.8,36.8,0
81.85,63.71,Day,8.6,22.5,0
87.62,78.5,Day,5.5,27.0,0
86.09,104.06,Day,6.4,25.1,0
75.53,76.84,Day,4.0,20.6,0
83.95,95.86,Night,1.8,21.3,1
66.9,77.35,Night,7.4,27.7,0
88.24,81.43,Day,5.1,23.6,0
73.25,83.22,Day,6.2,29.3,0
74.45,81.41,Night,4.9,19.7,0
78.7,83.64,Day,6.9,34.0,0
79.31,101.07,Night,6.3,17.9,0
78.12,79.44,Night,7.9,19.5,0
62.77,85.0,Day,7.1,17.3,0
73.46,84.87,Day,7.7,21.6,0
81.11,79.52,Night,2.9,26.8,0
86.04,89.94,Day,6.0,33.8,0
83.7,91.47,Day,7.9,26.2,0
77.7,84.9,Day,3.5,18.6,0
80.97,68.58,Day,5.6,16.0,0
84.28,81.78,Day,3.6,23.9,0
84.69,94.65,Day,7.8,24.5,0
77.26,82.07,Day,7.2,20.6,0
75.09,80.38,Night,8.1,25.7,0
79.77,78.92,Night,4.6,23.7,0
76.64,103.49,Night,8.1,12.4,0
87.04,78.34,Day,4.0,30.9,0
91.99,102.74,Night,9.5,16.4,0
80.31,96.39,Day,7.7,18.3,0
82.13,102.13,Day,3.4,42.5,0
73.99,63.87,Day,6.2,20.0,0
71.93,64.0,Night,6.6,23.3,0
70.27,97.93,Day,6.1,23.2,0
80.15,101.85,Night,4.7,30.3,0
78.24,95.64,Day,2.4,48.7,0
68.95,85.08,Day,2.4,25.9,0
78.34,93.47,Day,7.5,25.5,0
76.32,92.84,Day,5.9,22.9,0
77.28,98.24,Day,4.5,33.1,0
75.52,105.57,Day,7.5,11.1,0
77.05,82.21,Night,6.0,23.7,0
78.1,72.76,Day,5.1,26.6,0
79.74,87.22,Day,2.5,25.6,0
83.69,68.82,Day,2.6,28.9,0
90.35,95.57,Night,7.3,24.8,0
75.5,75.22,Day,5.1,18.5,0
72.9,73.77,Day,7.6,27.0,0
86.72,86.48,Night,3.7,30.8,0
87.12,82.45,Night,4.9,30.8,0
82.2,86.03,Day,5.8,17.6,0
82.94,77.94,Night,6.3,38.4,0
80.98,84.41,Night,7.3,21.1,0
75.75,89.49,Day,1.1,22.4,0
78.84,92.47,Day,5.5,37.2,0
96.82,77.56,Day,9.2,26.8,0
77.22,89.66,Day,6.1,29.4,0
73.19,94.71,Day,4.7,31.5,0
82.59,68.62,Day,6.1,20.4,0
86.9,71.72,Day,5.7,15.7,0
74.36,80.61,Day,3.3,15.4,0
78.14,58.38,Day,5.3,20.5,0
76.59,77.11,Night,5.6,31.7,0
81.39,73.42,Day,8.6,30.0,0
72.91,102.68,Night,4.4,29.9,0
73.38,77.44,Night,6.7,15.7,0
85.34,83.22,Day,3.8,32.0,0
81.55,105.79,Day,5.7,15.3,1
69.55,103.66,Day,5.4,18.4,0
80.44,95.16,Day,7.8,24.8,0
79.37,76.15,Night,6.8,25.8,0
78.42,107.41,Day,7.7,12.8,0
86.85,118.03,Night,3.3,11.4,1
92.56,89.12,Day,5.9,35.6,0
82.36,95.53,Night,5.2,33.1,0
68.82,92.68,Day,6.3,17.7,0
77.13,97.15,Day,8.1,25.0,0
76.24,92.72,Day,7.8,24.8,0
70.75,76.06,Day,5.1,31.0,0
73.0,89.74,Night,5.9,18.5,0
72.78,73.68,Day,5.2,28.5,0
78.38,87.09,Night,5.1,20.6,0
73.62,85.51,Day,6.9,22.0,0
88.21,84.02,Night,6.5,28.2,0
73.73,78.85,Day,5.4,26.9,0
71.43,86.18,Night,7.5,16.8,0
75.93,84.71,Night,4.8,25.1,0
75.6,80.55,Day,0.6,3.8,0
78.31,105.97,Night,5.1,24.6,0
80.1,79.25,Day,3.2,36.0,0
76.67,115.24,Night,6.6,32.6,0
84.25,95.5,Day,3.8,39.7,0
89.2,91.06,Night,10.4,4.5,0
79.04,71.31,Night,5.6,23.6,0
71.77,99.42,Day,3.1,23.2,0
83.4,71.07,Night,6.9,27.1,0
78.56,85.89,Night,7.9,18.5,0
70.67,78.3,Day,6.1,19.5,0
74.71,116.25,Night,7.5,33.5,0
78.75,101.05,Night,5.7,22.6,0
84.12,84.7,Day,5.1,20.7,0
70.62,104.87,Night,4.8,24.5,0
78.97,93.16,Night,5.4,37.7,0
84.21,65.41,Day,6.5,14.5,0
81.96,93.53,Night,8.3,28.2,0
78.06,94.23,Day,5.8,11.8,0
85.96,89.11,Day,5.2,22.9,0
75.89,84.4,Day,6.4,34.5,0
74.43,100.44,Day,6.3,27.8,0
74.63,91.94,Night,2.5,16.2,0
77.82,85.1,Day,6.1,13.2,0
82.83,81.96,Day,7.0,19.5,0
92.33,80.87,Day,4.3,24.5,0
74.14,90.34,Night,7.9,20.1,0
74.09,90.49,Night,5.1,23.3,0
80.62,62.12,Day,5.1,21.0,0
78.88,75.66,Day,8.1,20.3,0
72.75,105.05,Night,4.0,26.6,0
85.27,56.05,Night,6.0,22.4,0
81.74,80.0,Night,4.8,22.0,0
72.6,91.28,Night,0.8,28.0,0
75.21,82.67,Night,8.3,30.8,0
73.32,103.5,Day,5.0,26.4,0
79.01,103.32,Night,6.1,17.8,1
76.75,74.89,Day,8.6,10.2,0
72.76,87.63,Day,4.6,12.8,0
71.63,93.63,Night,5.4,24.2,0
67.37,86.15,Night,6.6,15.0,0
67.47,80.74,Day,6.5,21.2,0
78.68,72.33,Day,5.6,32.6,0
77.41,77.32,Night,3.0,21.9,1
82.26,86.01,Day,4.6,26.7,0
72.79,67.27,Day,4.3,20.6,0
79.03,92.31,Day,8.7,25.8,0
75.56,94.23,Day,6.2,29.4,0
79.15,96.01,Day,8.8,37.0,0
77.63,65.32,Day,4.4,29.9,0
81.11,89.1,Day,8.7,17.3,0
70.1,72.77,Day,5.5,28.8,0
82.66,98.89,Night,9.6,24.7,0
80.93,76.71,Day,6.8,24.0,0
